market_id,participant_id,role_tier,endowment_tokens,starting_balance,final_balance,yes_held,no_held,market_number,stage
1,P01,uninformed,100,100.0,,0,0,0,1
1,P02,uninformed,100,100.0,,0,0,0,1
1,P03,uninformed,100,99.59935333369268,,1,0,0,1
1,P04,uninformed,100,99.5926651615215,,1,0,0,1
1,P05,uninformed,100,100.0,,0,0,0,1
1,P06,uninformed,100,92.44217518756686,,16,0,0,1
1,P07,uninformed,100,100.0,,0,0,0,1
1,P08,uninformed,100,92.7590721105953,,0,13,0,1
1,P09,uninformed,100,92.54393989796004,,0,14,0,1
1,P10,uninformed,100,100.0,,0,0,0,1
1,P11,uninformed,100,100.0,,0,0,0,1
1,P12,uninformed,100,100.0,,0,0,0,1
1,P13,uninformed,100,100.0,,0,0,0,1
1,P14,uninformed,100,100.0,,0,0,0,1
1,P15,uninformed,100,100.0,,0,0,0,1
1,P16,uninformed,100,100.0,,0,0,0,1
1,P17,uninformed,100,97.97921499253849,,0,4,0,1
1,P18,uninformed,100,99.49652788940469,,0,1,0,1
1,P19,uninformed,100,100.0,,0,0,0,1
1,P20,uninformed,100,100.0,,0,0,0,1
1,P21,uninformed,100,100.0,,0,0,0,1
1,P22,uninformed,100,94.08364466131286,,13,0,0,1
1,P23,uninformed,100,100.0,,0,0,0,1
1,P24,uninformed,100,100.0,,0,0,0,1
2,P01,uninformed,100,99.538119716691,100.5381,1,0,1,1
2,P02,uninformed,100,99.56559098915538,100.5656,1,0,1,1
2,P03,uninformed,100,98.65566502405143,101.6557,3,0,1,1
2,P04,uninformed,100,99.57240297200116,100.5724,1,0,1,1
2,P05,uninformed,100,100.0,100.0,0,0,1,1
2,P06,uninformed,100,100.0,100.0,0,0,1,1
2,P07,uninformed,100,100.0,100.0,0,0,1,1
2,P08,uninformed,100,94.08148542336312,94.0815,0,11,1,1
2,P09,uninformed,100,100.0,100.0,0,0,1,1
2,P10,uninformed,100,100.0,100.0,0,0,1,1
2,P11,uninformed,100,100.0,100.0,0,0,1,1
2,P12,uninformed,100,100.0,100.0,0,0,1,1
2,P13,uninformed,100,100.0,100.0,0,0,1,1
2,P14,uninformed,100,100.0,100.0,0,0,1,1
2,P15,uninformed,100,100.0,100.0,0,0,1,1
2,P16,uninformed,100,100.0,100.0,0,0,1,1
2,P17,uninformed,100,99.4687911263559,99.4688,0,1,1,1
2,P18,uninformed,100,100.0,100.0,0,0,1,1
2,P19,uninformed,100,100.0,100.0,0,0,1,1
2,P20,uninformed,100,99.53120887364409,100.5312,1,0,1,1
2,P21,uninformed,100,100.0,100.0,0,0,1,1
2,P22,uninformed,100,100.0,100.0,0,0,1,1
2,P23,uninformed,100,100.0,100.0,0,0,1,1
2,P24,uninformed,100,100.0,100.0,0,0,1,1
3,P01,uninformed,100,3.7844466663072387,59.7844,137,56,2,2
3,P02,informed,100,0.019801934898125206,0.0198,74,0,2,2
3,P03,uninformed,100,1.3956532341132035,90.3957,135,89,2,2
3,P04,informed,100,0.2047603781664071,0.2048,101,0,2,2
3,P05,informed,100,0.021298609979634398,0.0213,73,0,2,2
3,P06,uninformed,100,80.38147079255234,102.3815,20,22,2,2
3,P07,uninformed,100,67.14565760144848,130.1457,29,63,2,2
3,P08,uninformed,100,0.8974123879761842,81.8974,131,81,2,2
3,P09,informed,100,0.12870579764285606,41.1287,104,41,2,2
3,P10,informed,100,0.29411858469995567,0.2941,175,0,2,2
3,P11,uninformed,100,2.307974441932796,151.308,98,149,2,2
3,P12,uninformed,100,27.123611924527506,138.1236,85,111,2,2
3,P13,uninformed,100,0.49263036570145013,69.4926,125,69,2,2
3,P14,informed,100,0.01996516152138139,370.02,0,370,2,2
3,P15,uninformed,100,84.59631485045205,86.5963,26,2,2,2
3,P16,uninformed,100,79.69849530527408,91.6985,33,12,2,2
3,P17,uninformed,100,57.697217333807195,114.69720000000001,47,57,2,2
3,P18,informed,100,0.7521865277538593,106.7522,62,106,2,2
3,P19,uninformed,100,4.786832941409835,141.7868,99,137,2,2
3,P20,uninformed,100,0.3010953052740748,201.3011,79,201,2,2
3,P21,informed,100,0.6403619762343755,0.6404,67,0,2,2
3,P22,uninformed,100,2.520197961226015,164.5202,80,162,2,2
3,P23,uninformed,100,4.330346666307239,148.3303,97,144,2,2
3,P24,uninformed,100,67.83199098915546,93.832,46,26,2,2
4,P01,uninformed,100,100.0,100.0,0,0,3,3
4,P02,uninformed,400,400.0,400.0,0,0,3,3
4,P03,uninformed,400,399.55189494204103,399.5519,1,0,3,3
4,P04,uninformed,100,100.0,100.0,0,0,3,3
4,P05,uninformed,100,100.0,100.0,0,0,3,3
4,P06,uninformed,100,100.0,100.0,0,0,3,3
4,P07,uninformed,100,100.0,100.0,0,0,3,3
4,P08,uninformed,100,96.37857211059531,103.3786,0,7,3,3
4,P09,uninformed,100,93.58495753395843,105.585,0,12,3,3
4,P10,uninformed,100,96.62138348083361,96.6214,7,0,3,3
4,P11,uninformed,100,100.0,100.0,0,0,3,3
4,P12,uninformed,100,99.5450159411034,99.545,1,0,3,3
4,P13,uninformed,400,399.5655909891554,399.5656,1,0,3,3
4,P14,uninformed,400,397.58673587473794,397.5867,5,0,3,3
4,P15,uninformed,100,100.0,100.0,0,0,3,3
4,P16,uninformed,400,400.0,400.0,0,0,3,3
4,P17,uninformed,100,100.0,100.0,0,0,3,3
4,P18,uninformed,400,394.6538883953643,404.6539,0,10,3,3
4,P19,uninformed,100,100.0,100.0,0,0,3,3
4,P20,uninformed,400,400.0,400.0,0,0,3,3
4,P21,uninformed,100,99.538119716691,99.5381,1,0,3,3
4,P22,uninformed,400,394.4150424660416,394.415,12,0,3,3
4,P23,uninformed,100,99.55875414090703,99.5588,1,0,3,3
4,P24,uninformed,100,100.0,100.0,0,0,3,3
5,P01,uninformed,100,1.4327743091903096,85.4328,84,133,4,4
5,P02,uninformed,100,1.1666612667309426,141.1667,140,97,4,4
5,P03,informed,400,0.6739036489437509,53.6739,53,331,4,4
5,P04,uninformed,100,25.339806945074507,172.3398,147,64,4,4
5,P05,informed,400,0.08601771979514228,0.086,0,471,4,4
5,P06,uninformed,100,97.98683231810281,100.9868,3,2,4,4
5,P07,uninformed,100,96.42995664320557,103.43,7,7,4,4
5,P08,uninformed,100,67.8112796964072,103.8113,36,42,4,4
5,P09,informed,400,97.67833486021969,470.6783,373,356,4,4
5,P10,uninformed,100,0.4964889326087716,107.4965,107,118,4,4
5,P11,uninformed,100,0.6034238297477997,191.6034,191,94,4,4
5,P12,uninformed,100,1.2612048066875117,151.2612,150,121,4,4
5,P13,uninformed,100,3.6691011221061522,201.6691,198,75,4,4
5,P14,uninformed,100,1.9512642843739405,110.9513,109,89,4,4
5,P15,informed,400,130.44354556645808,348.4435,218,485,4,4
5,P16,uninformed,100,88.03428478843851,101.0343,13,16,4,4
5,P17,informed,400,14.984929424015455,501.9849,487,442,4,4
5,P18,uninformed,100,46.20897317156418,132.209,86,23,4,4
5,P19,informed,400,1.0023836876738417,394.0024,393,12,4,4
5,P20,uninformed,100,1.6089939152247055,138.609,137,118,4,4
5,P21,uninformed,100,2.0796917570519584,136.0797,134,118,4,4
5,P22,informed,400,0.19281919405269582,0.1928,0,479,4,4
5,P23,uninformed,100,7.83379964847442,145.8338,138,105,4,4
5,P24,informed,400,93.64319635105625,812.6432,719,243,4,4
