market_id,participant_id,role_tier,endowment_tokens,starting_balance,final_balance,yes_held,no_held,market_number,stage
1,P01,uninformed,100,100.0,,0,0,0,1
1,P02,uninformed,100,100.0,,0,0,0,1
1,P03,uninformed,100,94.17283771223904,,13,0,0,1
1,P04,uninformed,100,99.60600469472595,,1,0,0,1
1,P05,uninformed,100,99.57240297200116,,0,1,0,1
1,P06,uninformed,100,92.13701242445694,,15,0,0,1
1,P07,uninformed,100,100.0,,0,0,0,1
1,P08,uninformed,100,92.84801499253847,,0,13,0,1
1,P09,uninformed,100,86.97284513006241,,0,23,0,1
1,P10,uninformed,100,100.0,,0,0,0,1
1,P11,uninformed,100,100.0,,0,0,0,1
1,P12,uninformed,100,100.0,,0,0,0,1
1,P13,uninformed,100,97.20787937143953,,0,6,0,1
1,P14,uninformed,100,100.0,,0,0,0,1
1,P15,uninformed,100,100.0,,0,0,0,1
1,P16,uninformed,100,100.0,,0,0,0,1
1,P17,uninformed,100,96.75947024750985,,6,2,0,1
1,P18,uninformed,100,99.50347211059531,,0,1,0,1
1,P19,uninformed,100,100.0,,0,0,0,1
1,P20,uninformed,100,100.0,,0,0,0,1
1,P21,uninformed,100,100.0,,0,0,0,1
1,P22,uninformed,100,95.22013615543321,,11,0,0,1
1,P23,uninformed,100,100.0,,0,0,0,1
1,P24,uninformed,100,100.0,,0,0,0,1
2,P01,uninformed,100,100.0,100.0,0,0,1,1
2,P02,uninformed,100,100.0,100.0,0,0,1,1
2,P03,uninformed,100,100.0,100.0,0,0,1,1
2,P04,uninformed,100,100.0,100.0,0,0,1,1
2,P05,uninformed,100,100.0,100.0,0,0,1,1
2,P06,uninformed,100,100.0,100.0,0,0,1,1
2,P07,uninformed,100,100.0,100.0,0,0,1,1
2,P08,uninformed,100,93.93024244182092,93.9302,0,11,1,1
2,P09,uninformed,100,99.48958500746153,99.4896,0,1,1,1
2,P10,uninformed,100,100.0,100.0,0,0,1,1
2,P11,uninformed,100,100.0,100.0,0,0,1,1
2,P12,uninformed,100,100.0,100.0,0,0,1,1
2,P13,uninformed,100,100.0,100.0,0,0,1,1
2,P14,uninformed,100,100.0,100.0,0,0,1,1
2,P15,uninformed,100,100.0,100.0,0,0,1,1
2,P16,uninformed,100,100.0,100.0,0,0,1,1
2,P17,uninformed,100,99.48264614119513,99.4826,0,1,1,1
2,P18,uninformed,100,98.98611289686622,98.9861,0,2,1,1
2,P19,uninformed,100,100.0,100.0,0,0,1,1
2,P20,uninformed,100,100.0,100.0,0,0,1,1
2,P21,uninformed,100,100.0,100.0,0,0,1,1
2,P22,uninformed,100,94.58017255071755,106.5802,12,0,1,1
2,P23,uninformed,100,100.0,100.0,0,0,1,1
2,P24,uninformed,100,100.0,100.0,0,0,1,1
3,P01,uninformed,100,0.5212696342985499,148.5213,112,148,2,2
3,P02,informed,100,0.07193967079099894,0.0719,66,0,2,2
3,P03,uninformed,100,13.707014874193757,105.707,93,92,2,2
3,P04,informed,100,0.09921174028669266,0.0992,152,0,2,2
3,P05,informed,100,0.01879175705173075,0.0188,46,0,2,2
3,P06,uninformed,100,86.26226612685186,107.2623,17,21,2,2
3,P07,uninformed,100,68.868152305753,112.8682,35,44,2,2
3,P08,uninformed,100,29.985000509301276,90.985,83,61,2,2
3,P09,informed,100,0.236619094001004,9.2366,117,9,2,2
3,P10,informed,100,0.030917719794687604,0.0309,189,0,2,2
3,P11,uninformed,100,5.162820556226284,150.1628,106,145,2,2
3,P12,uninformed,100,1.4215153597535446,108.4215,121,107,2,2
3,P13,uninformed,100,0.1872362589815566,129.1872,109,129,2,2
3,P14,informed,100,0.015052654605489102,336.0151,0,336,2,2
3,P15,uninformed,100,82.81091289686641,83.8109,27,1,2,2
3,P16,uninformed,100,74.53748475283666,102.5375,26,28,2,2
3,P17,uninformed,100,19.855021227349162,123.855,83,104,2,2
3,P18,informed,100,0.0885814153002717,88.0886,78,88,2,2
3,P19,uninformed,100,0.04601195424206128,138.046,107,138,2,2
3,P20,uninformed,100,12.348388106804835,159.3484,91,147,2,2
3,P21,informed,100,0.5490967524480839,0.5491,52,0,2,2
3,P22,uninformed,100,13.078519529783547,138.0785,91,125,2,2
3,P23,uninformed,100,6.1054163488491255,143.1054,90,137,2,2
3,P24,uninformed,100,76.83643291651705,103.8364,29,27,2,2
4,P01,uninformed,100,100.0,100.0,0,0,3,3
4,P02,uninformed,400,400.0,400.0,0,0,3,3
4,P03,uninformed,400,400.0,400.0,0,0,3,3
4,P04,uninformed,100,100.0,100.0,0,0,3,3
4,P05,uninformed,100,100.0,100.0,0,0,3,3
4,P06,uninformed,100,100.0,100.0,0,0,3,3
4,P07,uninformed,100,100.0,100.0,0,0,3,3
4,P08,uninformed,100,96.36468500746153,103.3647,0,7,3,3
4,P09,uninformed,100,93.58495753395843,105.585,0,12,3,3
4,P10,uninformed,100,96.62138348083361,96.6214,7,0,3,3
4,P11,uninformed,100,100.0,100.0,0,0,3,3
4,P12,uninformed,100,100.0,100.0,0,0,3,3
4,P13,uninformed,400,400.0,400.0,0,0,3,3
4,P14,uninformed,400,400.0,400.0,0,0,3,3
4,P15,uninformed,100,100.0,100.0,0,0,3,3
4,P16,uninformed,400,400.0,400.0,0,0,3,3
4,P17,uninformed,100,100.0,100.0,0,0,3,3
4,P18,uninformed,400,400.0,400.0,0,0,3,3
4,P19,uninformed,100,100.0,100.0,0,0,3,3
4,P20,uninformed,400,400.0,400.0,0,0,3,3
4,P21,uninformed,100,100.0,100.0,0,0,3,3
4,P22,uninformed,400,395.4150424660416,395.415,10,0,3,3
4,P23,uninformed,100,100.0,100.0,0,0,3,3
4,P24,uninformed,100,100.0,100.0,0,0,3,3
5,P01,uninformed,100,2.9476567757342957,125.9477,123,127,4,4
5,P02,uninformed,100,13.129768059280597,184.1298,171,85,4,4
5,P03,informed,400,1.5135662133188483,100.5136,99,340,4,4
5,P04,uninformed,100,0.05445538395400218,91.0545,91,154,4,4
5,P05,informed,400,0.06917877265015415,0.0692,0,467,4,4
5,P06,uninformed,100,92.77279502951598,103.7728,11,6,4,4
5,P07,uninformed,100,77.51368379488467,79.5137,2,39,4,4
5,P08,uninformed,100,35.337611740287144,148.3376,113,53,4,4
5,P09,informed,400,0.9174091983177554,424.9174,424,450,4,4
5,P10,uninformed,100,3.983402098109474,213.9834,210,82,4,4
5,P11,uninformed,100,3.725125298368097,124.7251,121,114,4,4
5,P12,uninformed,100,0.5228464135947681,138.5228,138,120,4,4
5,P13,uninformed,100,9.350850828518277,137.3509,128,123,4,4
5,P14,uninformed,100,13.379564664846345,112.3796,99,114,4,4
5,P15,informed,400,121.48812458836339,471.48810000000003,350,406,4,4
5,P16,uninformed,100,98.64391578426877,100.6439,2,1,4,4
5,P17,informed,400,5.909483899950567,416.9095,411,437,4,4
5,P18,uninformed,100,23.890382789505907,120.8904,97,73,4,4
5,P19,informed,400,0.805078772650154,361.8051,361,49,4,4
5,P20,uninformed,100,0.5155637410179886,154.5156,154,89,4,4
5,P21,uninformed,100,7.8576851258060145,124.8577,117,95,4,4
5,P22,informed,400,0.4809991558866168,0.481,0,471,4,4
5,P23,uninformed,100,0.946116711667397,123.9461,123,110,4,4
5,P24,informed,400,28.762664211498322,903.7627,875,268,4,4
