market_id,participant_id,role_tier,endowment_tokens,starting_balance,final_balance,yes_held,no_held,market_number,stage
1,P01,uninformed,100,100.0,,0,0,0,1
1,P02,uninformed,100,100.0,,0,0,0,1
1,P03,uninformed,100,93.67630982283436,,14,0,0,1
1,P04,uninformed,100,99.1372088736441,,1,1,0,1
1,P05,uninformed,100,100.0,,0,0,0,1
1,P06,uninformed,100,100.0,,0,0,0,1
1,P07,uninformed,100,100.0,,0,0,0,1
1,P08,uninformed,100,92.82024614119513,,0,13,0,1
1,P09,uninformed,100,87.34494868093287,,0,22,0,1
1,P10,uninformed,100,100.0,,0,0,0,1
1,P11,uninformed,100,97.04163989796004,,0,6,0,1
1,P12,uninformed,100,100.0,,0,0,0,1
1,P13,uninformed,100,99.538119716691,,0,1,0,1
1,P14,uninformed,100,100.0,,0,0,0,1
1,P15,uninformed,100,100.0,,0,0,0,1
1,P16,uninformed,100,100.0,,0,0,0,1
1,P17,uninformed,100,96.75947024750987,,6,2,0,1
1,P18,uninformed,100,99.47571396084483,,0,1,0,1
1,P19,uninformed,100,100.0,,0,0,0,1
1,P20,uninformed,100,100.0,,0,0,0,1
1,P21,uninformed,100,94.9306714096649,,10,0,0,1
1,P22,uninformed,100,94.26177605339325,,13,0,0,1
1,P23,uninformed,100,100.0,,0,0,0,1
1,P24,uninformed,100,100.0,,0,0,0,1
2,P01,uninformed,100,99.538119716691,100.5381,1,0,1,1
2,P02,uninformed,100,99.56559098915538,100.5656,1,0,1,1
2,P03,uninformed,100,98.65566502405143,101.6557,3,0,1,1
2,P04,uninformed,100,99.57240297200116,100.5724,1,0,1,1
2,P05,uninformed,100,100.0,100.0,0,0,1,1
2,P06,uninformed,100,100.0,100.0,0,0,1,1
2,P07,uninformed,100,100.0,100.0,0,0,1,1
2,P08,uninformed,100,94.08148542336312,94.0815,0,11,1,1
2,P09,uninformed,100,100.0,100.0,0,0,1,1
2,P10,uninformed,100,100.0,100.0,0,0,1,1
2,P11,uninformed,100,100.0,100.0,0,0,1,1
2,P12,uninformed,100,100.0,100.0,0,0,1,1
2,P13,uninformed,100,100.0,100.0,0,0,1,1
2,P14,uninformed,100,100.0,100.0,0,0,1,1
2,P15,uninformed,100,100.0,100.0,0,0,1,1
2,P16,uninformed,100,100.0,100.0,0,0,1,1
2,P17,uninformed,100,99.4687911263559,99.4688,0,1,1,1
2,P18,uninformed,100,100.0,100.0,0,0,1,1
2,P19,uninformed,100,100.0,100.0,0,0,1,1
2,P20,uninformed,100,99.53120887364409,100.5312,1,0,1,1
2,P21,uninformed,100,100.0,100.0,0,0,1,1
2,P22,uninformed,100,100.0,100.0,0,0,1,1
2,P23,uninformed,100,100.0,100.0,0,0,1,1
2,P24,uninformed,100,100.0,100.0,0,0,1,1
3,P01,uninformed,100,0.8430661268516298,136.8431,111,136,2,2
3,P02,informed,100,0.39442796774816596,0.3944,64,0,2,2
3,P03,uninformed,100,5.676346666307011,49.6763,141,44,2,2
3,P04,informed,100,0.14821971669097145,0.1482,159,0,2,2
3,P05,informed,100,0.4210086147068789,0.421,55,0,2,2
3,P06,uninformed,100,56.62463483847839,109.6246,45,53,2,2
3,P07,uninformed,100,84.96389243490208,98.9639,20,14,2,2
3,P08,uninformed,100,35.141613960844815,183.14159999999998,32,148,2,2
3,P09,informed,100,0.6077148504522687,12.6077,115,12,2,2
3,P10,informed,100,0.2511696342985499,0.2512,129,0,2,2
3,P11,uninformed,100,4.946846756090688,122.9468,100,118,2,2
3,P12,uninformed,100,4.14314783509999,89.1431,116,85,2,2
3,P13,uninformed,100,1.1414289428442617,102.1414,115,101,2,2
3,P14,informed,100,0.12048157318014163,482.1205,0,482,2,2
3,P15,uninformed,100,77.03921195424184,103.0392,29,26,2,2
3,P16,uninformed,100,90.47543566334589,97.4754,13,7,2,2
3,P17,uninformed,100,31.37919491764421,89.3792,91,58,2,2
3,P18,informed,100,0.9771827895068157,188.9772,48,188,2,2
3,P19,uninformed,100,0.4543851495479586,84.4544,126,84,2,2
3,P20,uninformed,100,2.6995775846076513,82.6996,129,80,2,2
3,P21,informed,100,0.00010508235601702776,0.0001,45,0,2,2
3,P22,uninformed,100,1.906966906538484,168.907,96,167,2,2
3,P23,uninformed,100,16.509109010844547,95.5091,107,79,2,2
3,P24,uninformed,100,78.25999702799868,80.26,32,2,2,2
4,P01,uninformed,100,100.0,100.0,0,0,3,3
4,P02,uninformed,400,400.0,400.0,0,0,3,3
4,P03,uninformed,400,399.55189494204103,399.5519,1,0,3,3
4,P04,uninformed,100,100.0,100.0,0,0,3,3
4,P05,uninformed,100,100.0,100.0,0,0,3,3
4,P06,uninformed,100,100.0,100.0,0,0,3,3
4,P07,uninformed,100,100.0,100.0,0,0,3,3
4,P08,uninformed,100,96.37857211059531,103.3786,0,7,3,3
4,P09,uninformed,100,93.58495753395843,105.585,0,12,3,3
4,P10,uninformed,100,96.62138348083361,96.6214,7,0,3,3
4,P11,uninformed,100,100.0,100.0,0,0,3,3
4,P12,uninformed,100,99.5450159411034,99.545,1,0,3,3
4,P13,uninformed,400,399.5655909891554,399.5656,1,0,3,3
4,P14,uninformed,400,397.58673587473794,397.5867,5,0,3,3
4,P15,uninformed,100,100.0,100.0,0,0,3,3
4,P16,uninformed,400,400.0,400.0,0,0,3,3
4,P17,uninformed,100,100.0,100.0,0,0,3,3
4,P18,uninformed,400,394.6538883953643,404.6539,0,10,3,3
4,P19,uninformed,100,100.0,100.0,0,0,3,3
4,P20,uninformed,400,400.0,400.0,0,0,3,3
4,P21,uninformed,100,99.538119716691,99.5381,1,0,3,3
4,P22,uninformed,400,394.4150424660416,394.415,12,0,3,3
4,P23,uninformed,100,99.55875414090703,99.5588,1,0,3,3
4,P24,uninformed,100,100.0,100.0,0,0,3,3
5,P01,uninformed,100,0.17289508344428328,140.1729,140,101,4,4
5,P02,uninformed,100,7.702454511155335,195.7025,188,105,4,4
5,P03,informed,400,0.43285492622564337,78.4329,78,261,4,4
5,P04,uninformed,100,6.6989835652255,156.699,150,108,4,4
5,P05,informed,400,0.2404033311264342,0.2404,0,476,4,4
5,P06,uninformed,100,68.05490927604467,87.0549,19,36,4,4
5,P07,uninformed,100,76.88561521034713,80.8856,4,34,4,4
5,P08,uninformed,100,62.22599614362613,120.226,58,42,4,4
5,P09,informed,400,0.14899964847442027,501.149,501,437,4,4
5,P10,uninformed,100,6.475494218378203,90.4755,84,127,4,4
5,P11,uninformed,100,0.155325434339176,151.1553,151,116,4,4
5,P12,uninformed,100,2.8053334608335034,109.8053,107,133,4,4
5,P13,uninformed,100,2.4464881660317928,122.4465,120,117,4,4
5,P14,uninformed,100,0.7014082573096254,189.7014,189,54,4,4
5,P15,informed,400,67.0468978779625,350.0469,283,561,4,4
5,P16,uninformed,100,63.841980572070995,115.842,52,43,4,4
5,P17,informed,400,0.4658695464169286,455.4659,455,437,4,4
5,P18,uninformed,100,51.636113528973524,90.6361,39,90,4,4
5,P19,informed,400,1.9569048066879668,359.9569,358,26,4,4
5,P20,uninformed,100,1.641860473316784,185.6419,184,74,4,4
5,P21,uninformed,100,2.699772414136163,137.6998,135,126,4,4
5,P22,informed,400,0.45031258369751304,0.4503,0,471,4,4
5,P23,uninformed,100,1.0273508146563268,142.0274,141,115,4,4
5,P24,informed,400,66.92533045358307,882.9253,816,238,4,4
