market_id,participant_id,role_tier,endowment_tokens,starting_balance,final_balance,yes_held,no_held,market_number,stage
1,P01,uninformed,100,100.0,,0,0,0,1
1,P02,uninformed,100,100.0,,0,0,0,1
1,P03,uninformed,100,99.20535802841863,,2,0,0,1
1,P04,uninformed,100,99.5926651615215,,1,0,0,1
1,P05,uninformed,100,100.0,,0,0,0,1
1,P06,uninformed,100,92.96646122672203,,15,0,0,1
1,P07,uninformed,100,100.0,,0,0,0,1
1,P08,uninformed,100,92.14612788940471,,0,14,0,1
1,P09,uninformed,100,93.03356885134335,,0,13,0,1
1,P10,uninformed,100,100.0,,0,0,0,1
1,P11,uninformed,100,100.0,,0,0,0,1
1,P12,uninformed,100,100.0,,0,0,0,1
1,P13,uninformed,100,100.0,,0,0,0,1
1,P14,uninformed,100,100.0,,0,0,0,1
1,P15,uninformed,100,100.0,,0,0,0,1
1,P16,uninformed,100,100.0,,0,0,0,1
1,P17,uninformed,100,97.9722721105953,,0,4,0,1
1,P18,uninformed,100,99.48958500746153,,0,1,0,1
1,P19,uninformed,100,100.0,,0,0,0,1
1,P20,uninformed,100,100.0,,0,0,0,1
1,P21,uninformed,100,100.0,,0,0,0,1
1,P22,uninformed,100,94.58017255071755,,12,0,0,1
1,P23,uninformed,100,100.0,,0,0,0,1
1,P24,uninformed,100,100.0,,0,0,0,1
2,P01,uninformed,100,99.5450159411034,100.545,1,0,1,1
2,P02,uninformed,100,100.0,100.0,0,0,1,1
2,P03,uninformed,100,100.0,100.0,0,0,1,1
2,P04,uninformed,100,100.0,100.0,0,0,1,1
2,P05,uninformed,100,100.0,100.0,0,0,1,1
2,P06,uninformed,100,100.0,100.0,0,0,1,1
2,P07,uninformed,100,100.0,100.0,0,0,1,1
2,P08,uninformed,100,90.76380057806298,90.7638,0,17,1,1
2,P09,uninformed,100,99.49652788940469,99.4965,0,1,1,1
2,P10,uninformed,100,96.62138348083361,96.6214,0,7,1,1
2,P11,uninformed,100,100.0,100.0,0,0,1,1
2,P12,uninformed,100,100.0,100.0,0,0,1,1
2,P13,uninformed,100,100.0,100.0,0,0,1,1
2,P14,uninformed,100,100.0,100.0,0,0,1,1
2,P15,uninformed,100,100.0,100.0,0,0,1,1
2,P16,uninformed,100,100.0,100.0,0,0,1,1
2,P17,uninformed,100,99.48958500746153,99.4896,0,1,1,1
2,P18,uninformed,100,98.98611289686622,98.9861,0,2,1,1
2,P19,uninformed,100,99.5450159411034,99.545,0,1,1,1
2,P20,uninformed,100,93.4549840588966,106.455,13,0,1,1
2,P21,uninformed,100,100.0,100.0,0,0,1,1
2,P22,uninformed,100,94.08364466131286,107.0836,13,0,1,1
2,P23,uninformed,100,100.0,100.0,0,0,1,1
2,P24,uninformed,100,100.0,100.0,0,0,1,1
3,P01,uninformed,100,0.9431458590932147,125.9431,113,125,2,2
3,P02,informed,100,0.47811671166694214,0.4781,85,0,2,2
3,P03,uninformed,100,1.6822123879764117,147.6822,98,146,2,2
3,P04,informed,100,0.007873191551609149,0.0079,154,0,2,2
3,P05,informed,100,0.36765538395468433,0.3677,65,0,2,2
3,P06,uninformed,100,74.03816612685164,100.0382,33,26,2,2
3,P07,uninformed,100,80.06604101479186,116.066,13,36,2,2
3,P08,uninformed,100,5.836731148656646,107.83670000000001,104,102,2,2
3,P09,informed,100,0.3088533336929886,1.3089,123,1,2,2
3,P10,informed,100,0.1622473453945109,0.1622,180,0,2,2
3,P11,uninformed,100,1.6500439867929608,86.65,126,85,2,2
3,P12,uninformed,100,4.349286677679121,153.3493,87,149,2,2
3,P13,uninformed,100,2.3030050579590826,78.303,141,76,2,2
3,P14,informed,100,0.04879058402468872,321.0488,0,321,2,2
3,P15,uninformed,100,83.21132241539212,107.2113,18,24,2,2
3,P16,uninformed,100,87.33101242445677,106.331,14,19,2,2
3,P17,uninformed,100,2.151806038843447,85.1518,118,83,2,2
3,P18,informed,100,0.4673533336929886,120.4674,59,120,2,2
3,P19,uninformed,100,1.0273144986886513,161.0273,90,160,2,2
3,P20,uninformed,100,13.80375745895321,188.8038,64,175,2,2
3,P21,informed,100,0.0032466663070114254,0.0032,58,0,2,2
3,P22,uninformed,100,4.9902167747106425,135.9902,93,131,2,2
3,P23,uninformed,100,7.98310901084432,154.9831,95,147,2,2
3,P24,uninformed,100,70.11111396084482,93.1111,32,23,2,2
4,P01,uninformed,100,100.0,100.0,0,0,3,3
4,P02,uninformed,400,400.0,400.0,0,0,3,3
4,P03,uninformed,400,399.551894942041,399.5519,1,0,3,3
4,P04,uninformed,100,100.0,100.0,0,0,3,3
4,P05,uninformed,100,100.0,100.0,0,0,3,3
4,P06,uninformed,100,100.0,100.0,0,0,3,3
4,P07,uninformed,100,100.0,100.0,0,0,3,3
4,P08,uninformed,100,96.3785721105953,103.3786,0,7,3,3
4,P09,uninformed,100,94.15736050595956,105.1574,0,11,3,3
4,P10,uninformed,100,96.62138348083361,96.6214,7,0,3,3
4,P11,uninformed,100,100.0,100.0,0,0,3,3
4,P12,uninformed,100,99.5450159411034,99.545,1,0,3,3
4,P13,uninformed,400,399.5655909891554,399.5656,1,0,3,3
4,P14,uninformed,400,397.58673587473794,397.5867,5,0,3,3
4,P15,uninformed,100,100.0,100.0,0,0,3,3
4,P16,uninformed,400,400.0,400.0,0,0,3,3
4,P17,uninformed,100,100.0,100.0,0,0,3,3
4,P18,uninformed,400,394.6538883953643,404.6539,0,10,3,3
4,P19,uninformed,100,100.0,100.0,0,0,3,3
4,P20,uninformed,400,400.0,400.0,0,0,3,3
4,P21,uninformed,100,99.538119716691,99.5381,1,0,3,3
4,P22,uninformed,400,394.84263949404044,394.8426,11,0,3,3
4,P23,uninformed,100,99.55875414090703,99.5588,1,0,3,3
4,P24,uninformed,100,100.0,100.0,0,0,3,3
5,P01,uninformed,100,1.1214808059463948,161.1215,160,88,4,4
5,P02,uninformed,100,24.256477119244966,185.2565,161,62,4,4
5,P03,informed,400,0.03287416537546228,82.0329,82,275,4,4
5,P04,uninformed,100,37.78060035152558,145.7806,108,82,4,4
5,P05,informed,400,0.11876696097222594,0.1188,0,486,4,4
5,P06,uninformed,100,71.8333616584053,96.8334,25,56,4,4
5,P07,uninformed,100,90.22409491764421,90.2241,0,25,4,4
5,P08,uninformed,100,74.35112483732185,120.3511,46,37,4,4
5,P09,informed,400,55.39981106739077,478.3998,423,384,4,4
5,P10,uninformed,100,0.6185647930147796,97.6186,97,134,4,4
5,P11,uninformed,100,1.8333379260607092,212.8333,211,98,4,4
5,P12,uninformed,100,2.0882110673925927,108.0882,106,131,4,4
5,P13,uninformed,100,15.200760620457057,148.2008,133,99,4,4
5,P14,uninformed,100,0.7458988778933926,170.7459,170,93,4,4
5,P15,informed,400,54.88169887789248,355.8817,301,599,4,4
5,P16,uninformed,100,81.3227174671603,97.3227,16,28,4,4
5,P17,informed,400,1.0836988778933927,470.0837,469,453,4,4
5,P18,uninformed,100,42.16487346183891,148.1649,106,23,4,4
5,P19,informed,400,0.5262332469937814,259.5262,259,23,4,4
5,P20,uninformed,100,0.33230828852554695,160.3323,160,123,4,4
5,P21,uninformed,100,8.38498470347887,152.385,144,95,4,4
5,P22,informed,400,0.9473725159904774,0.9474,0,468,4,4
5,P23,uninformed,100,1.8746515574608087,130.8747,129,106,4,4
5,P24,informed,400,98.40822373846656,865.4082,767,188,4,4
